recipe_mill_flour	resource_flour	assets/planned/content/art_resource_flour.png	assets/planned/content/art_recipe_mill_flour.png
recipe_baked_apples	food_baked_apples	assets/planned/content/art_food_baked_apples.png	assets/planned/content/art_recipe_baked_apples.png
recipe_grilled_fish	food_grilled_fish	assets/planned/content/art_food_grilled_fish.png	assets/planned/content/art_recipe_grilled_fish.png
recipe_roasted_meat	food_roasted_meat	assets/planned/content/art_food_roasted_meat.png	assets/planned/content/art_recipe_roasted_meat.png
recipe_flatbread	food_flatbread	assets/planned/content/art_food_flatbread.png	assets/planned/content/art_recipe_flatbread.png
recipe_apple_porridge	food_apple_porridge	assets/planned/content/art_food_apple_porridge.png	assets/planned/content/art_recipe_apple_porridge.png
recipe_fish_stew	food_fish_stew	assets/planned/content/art_food_fish_stew.png	assets/planned/content/art_recipe_fish_stew.png
recipe_meat_stew	food_meat_stew	assets/planned/content/art_food_meat_stew.png	assets/planned/content/art_recipe_meat_stew.png
recipe_apple_preserves	food_apple_preserves	assets/planned/content/art_food_apple_preserves.png	assets/planned/content/art_recipe_apple_preserves.png
recipe_smoked_fish	food_smoked_fish	assets/planned/content/art_food_smoked_fish.png	assets/planned/content/art_recipe_smoked_fish.png
recipe_dried_meat	food_dried_meat	assets/planned/content/art_food_dried_meat.png	assets/planned/content/art_recipe_dried_meat.png
recipe_apple_tart	food_apple_tart	assets/planned/content/art_food_apple_tart.png	assets/planned/content/art_recipe_apple_tart.png
recipe_herb_crusted_fish	food_herb_crusted_fish	assets/planned/content/art_food_herb_crusted_fish.png	assets/planned/content/art_recipe_herb_crusted_fish.png
recipe_meat_pie	food_meat_pie	assets/planned/content/art_food_meat_pie.png	assets/planned/content/art_recipe_meat_pie.png
recipe_surf_and_turf	food_surf_and_turf	assets/planned/content/art_food_surf_and_turf.png	assets/planned/content/art_recipe_surf_and_turf.png
recipe_travel_rations	food_travel_rations	assets/planned/content/art_food_travel_rations.png	assets/planned/content/art_recipe_travel_rations.png
recipe_festival_cake	food_festival_cake	assets/planned/content/art_food_festival_cake.png	assets/planned/content/art_recipe_festival_cake.png
recipe_hunters_feast	food_hunters_feast	assets/planned/content/art_food_hunters_feast.png	assets/planned/content/art_recipe_hunters_feast.png
recipe_grand_lair_feast	food_grand_lair_feast	assets/planned/content/art_food_grand_lair_feast.png	assets/planned/content/art_recipe_grand_lair_feast.png
recipe_brew_grain_small	food_brew	assets/planned/content/art_food_brew.png	assets/planned/recipes/art_recipe_brew_grain_small.png
recipe_brew_catnip_ale	food_brew	assets/planned/content/art_food_brew.png	assets/planned/recipes/art_recipe_brew_catnip_ale.png
recipe_brew_herbal_tonic	food_brew	assets/planned/content/art_food_brew.png	assets/planned/recipes/art_recipe_brew_herbal_tonic.png
recipe_brew_spiced_ale	food_brew	assets/planned/content/art_food_brew.png	assets/planned/recipes/art_recipe_brew_spiced_ale.png
recipe_brew_masterwork	food_brew	assets/planned/content/art_food_brew.png	assets/planned/recipes/art_recipe_brew_masterwork.png
recipe_logs_to_lumber	resource_lumber	assets/planned/content/art_resource_lumber.png	assets/planned/recipes/art_recipe_logs_to_lumber.png
recipe_carpentry_quality	resource_lumber	assets/planned/content/art_resource_lumber.png	assets/planned/recipes/art_recipe_carpentry_quality.png
recipe_carpentry_masterwork	resource_lumber	assets/planned/content/art_resource_lumber.png	assets/planned/recipes/art_recipe_carpentry_masterwork.png
recipe_herbal_poultice	resource_medicine	assets/planned/content/art_resource_medicine.png	assets/planned/recipes/art_recipe_herbal_poultice.png
recipe_herbal_tonic	resource_medicine	assets/planned/content/art_resource_medicine.png	assets/planned/recipes/art_recipe_herbal_tonic.png
recipe_herbal_salve	resource_medicine	assets/planned/content/art_resource_medicine.png	assets/planned/recipes/art_recipe_herbal_salve.png
recipe_herbal_remedy	resource_medicine	assets/planned/content/art_resource_medicine.png	assets/planned/recipes/art_recipe_herbal_remedy.png
recipe_herbal_masterwork_remedy	resource_medicine	assets/planned/content/art_resource_medicine.png	assets/planned/recipes/art_recipe_herbal_masterwork_remedy.png
recipe_field_craft_preparation	item_generic_tool	assets/planned/content/art_item_generic_tool.png	assets/planned/recipes/art_recipe_field_craft_preparation.png
recipe_field_craft_staples	item_treated_pelt_clothing	assets/planned/content/art_item_treated_pelt_clothing.png	assets/planned/recipes/art_recipe_field_craft_staples.png
recipe_field_craft_quality	item_armor	assets/planned/content/art_item_armor.png	assets/planned/recipes/art_recipe_field_craft_quality.png
recipe_field_craft_specialty	item_furniture	assets/planned/content/art_item_furniture.png	assets/planned/recipes/art_recipe_field_craft_specialty.png
recipe_field_craft_masterwork	item_toy	assets/planned/content/art_item_toy.png	assets/planned/recipes/art_recipe_field_craft_masterwork.png
recipe_expedition_supplies_preparation	item_bowl	assets/planned/content/art_item_bowl.png	assets/planned/recipes/art_recipe_expedition_supplies_preparation.png
recipe_expedition_supplies_staples	item_treated_pelt_clothing	assets/planned/content/art_item_treated_pelt_clothing.png	assets/planned/recipes/art_recipe_expedition_supplies_staples.png
recipe_expedition_supplies_quality	item_generic_tool	assets/planned/content/art_item_generic_tool.png	assets/planned/recipes/art_recipe_expedition_supplies_quality.png
recipe_expedition_supplies_specialty	item_armor	assets/planned/content/art_item_armor.png	assets/planned/recipes/art_recipe_expedition_supplies_specialty.png
recipe_expedition_supplies_masterwork	item_furniture	assets/planned/content/art_item_furniture.png	assets/planned/recipes/art_recipe_expedition_supplies_masterwork.png
recipe_gem_jewelry	item_trinket	assets/planned/content/art_item_trinket.png	assets/planned/recipes/art_recipe_gem_jewelry.png
recipe_sand_glass_mug	item_mug	assets/planned/content/art_item_mug.png	assets/planned/recipes/art_recipe_sand_glass_mug.png
recipe_sand_glass_bowl	item_bowl	assets/planned/content/art_item_bowl.png	assets/planned/recipes/art_recipe_sand_glass_bowl.png
recipe_sand_glass_trinket	item_trinket	assets/planned/content/art_item_trinket.png	assets/planned/recipes/art_recipe_sand_glass_trinket.png
recipe_ore_to_metal	resource_metal	assets/planned/content/art_resource_metal.png	assets/planned/recipes/art_recipe_ore_to_metal.png
recipe_metallurgy_staples	resource_metal	assets/planned/content/art_resource_metal.png	assets/planned/recipes/art_recipe_metallurgy_staples.png
recipe_metallurgy_quality	resource_metal	assets/planned/content/art_resource_metal.png	assets/planned/recipes/art_recipe_metallurgy_quality.png
recipe_metallurgy_specialty	resource_metal	assets/planned/content/art_resource_metal.png	assets/planned/recipes/art_recipe_metallurgy_specialty.png
recipe_metallurgy_masterwork	resource_metal	assets/planned/content/art_resource_metal.png	assets/planned/recipes/art_recipe_metallurgy_masterwork.png
recipe_logs_to_planks	resource_planks	assets/planned/content/art_resource_planks.png	assets/planned/recipes/art_recipe_logs_to_planks.png
recipe_carpentry_specialty	resource_planks	assets/planned/content/art_resource_planks.png	assets/planned/recipes/art_recipe_carpentry_specialty.png
recipe_stone_to_blocks	resource_blocks	assets/planned/content/art_resource_blocks.png	assets/planned/recipes/art_recipe_stone_to_blocks.png
recipe_bone_trinket	item_trinket	assets/planned/content/art_item_trinket.png	assets/planned/recipes/art_recipe_bone_trinket.png
recipe_bone_toy	item_toy	assets/planned/content/art_item_toy.png	assets/planned/recipes/art_recipe_bone_toy.png
recipe_bone_mug	item_mug	assets/planned/content/art_item_mug.png	assets/planned/recipes/art_recipe_bone_mug.png
recipe_stone_mug	item_mug	assets/planned/content/art_item_mug.png	assets/planned/recipes/art_recipe_stone_mug.png
recipe_clay_mug	item_mug	assets/planned/content/art_item_mug.png	assets/planned/recipes/art_recipe_clay_mug.png
recipe_clay_bowl	item_bowl	assets/planned/content/art_item_bowl.png	assets/planned/recipes/art_recipe_clay_bowl.png
recipe_clay_brick	item_brick	assets/planned/content/art_item_brick.png	assets/planned/recipes/art_recipe_clay_brick.png
recipe_stonecraft_masterwork	resource_blocks	assets/planned/content/art_resource_blocks.png	assets/planned/recipes/art_recipe_stonecraft_masterwork.png
recipe_planks_and_blocks_to_tools	item_generic_tool	assets/planned/content/art_item_generic_tool.png	assets/planned/recipes/art_recipe_planks_and_blocks_to_tools.png
recipe_bone_tool	item_generic_tool	assets/planned/content/art_item_generic_tool.png	assets/planned/recipes/art_recipe_bone_tool.png
recipe_hunting_quality	item_weapon	assets/planned/content/art_item_weapon.png	assets/planned/recipes/art_recipe_hunting_quality.png
recipe_hunting_specialty	item_armor	assets/planned/content/art_item_armor.png	assets/planned/recipes/art_recipe_hunting_specialty.png
recipe_hunting_masterwork	item_generic_tool	assets/planned/content/art_item_generic_tool.png	assets/planned/recipes/art_recipe_hunting_masterwork.png
recipe_waterworks_preparation	item_bowl	assets/planned/content/art_item_bowl.png	assets/planned/recipes/art_recipe_waterworks_preparation.png
recipe_waterworks_staples	item_mug	assets/planned/content/art_item_mug.png	assets/planned/recipes/art_recipe_waterworks_staples.png
recipe_waterworks_quality	item_toy	assets/planned/content/art_item_toy.png	assets/planned/recipes/art_recipe_waterworks_quality.png
recipe_waterworks_specialty	item_furniture	assets/planned/content/art_item_furniture.png	assets/planned/recipes/art_recipe_waterworks_specialty.png
recipe_waterworks_masterwork	item_bowl	assets/planned/content/art_item_bowl.png	assets/planned/recipes/art_recipe_waterworks_masterwork.png
recipe_fibre_to_thread	resource_thread	assets/planned/content/art_resource_thread.png	assets/planned/recipes/art_recipe_fibre_to_thread.png
recipe_fibre_to_cloth	resource_cloth	assets/planned/content/art_resource_cloth.png	assets/planned/recipes/art_recipe_fibre_to_cloth.png
recipe_foraging_preparation	item_bowl	assets/planned/content/art_item_bowl.png	assets/planned/recipes/art_recipe_foraging_preparation.png
recipe_foraging_staples	item_treated_pelt_clothing	assets/planned/content/art_item_treated_pelt_clothing.png	assets/planned/recipes/art_recipe_foraging_staples.png
recipe_foraging_quality	item_generic_tool	assets/planned/content/art_item_generic_tool.png	assets/planned/recipes/art_recipe_foraging_quality.png
recipe_foraging_specialty	item_toy	assets/planned/content/art_item_toy.png	assets/planned/recipes/art_recipe_foraging_specialty.png
